Recipe ID;Recipe Name;Recipe Photo;Total Reviews;Author;Prep Time;Cook Time;Total Time;Ingredients;Total Ingredients;Description
16072;Passover Brownies Recipe ;https://images.media-allrecipes.com/userphotos/250x250/364092.jpg;23;NIBLETS;10 m;30 m;40 m;egg,white sugar,butter,6 tablespoons matzo meal,cocoa powder,walnut,chocolate,butter,water;9;Preheat oven to 350 degrees F (175 degrees C). Grease an 8x8 inch baking pan.**In a medium-size mixing bowl, blend eggs, sugar, and butter. Mix in matzo meal, cocoa powder and walnuts (if desired). Transfer batter to prepared baking pan.**Bake at 350 degrees F (175 degrees C) for 30 minutes.**In a small mixing bowl, blend chocolate, butter or margarine and water. Spread over cooled brownies.**
16075;Best Chicken Salad Ever I Recipe ;https://images.media-allrecipes.com/userphotos/250x250/135609.jpg;92;STORMWALKER;10 m;X;10 m;chicken,salad dressing,pickles,apple,pecan,celery,raisin,pepper;8;In a large bowl, mix the chicken, creamy salad dressing, pickle relish, apple, pecans, celery, and raisins. Season with salt and pepper. Chill until serving.**
16079;Fereni Starch Pudding Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1029891.jpg;10;Zahra;10 m;10 m;20 m;cornstarch,milk,cardamom,almond,water,white sugar,almond;7;Dissolve cornstarch in 1 cup of cold milk.**Bring remaining 1 cup milk to boil with cardamom and ground almonds. Reduce heat to medium, and whisk in cornstarch mixture.**Add sugar and rosewater to taste. Allow the mixture to boil for about 3 more minutes on medium heat, stirring constantly. Remove cardamom seeds from the mixture and pour it into serving dishes. Garnish with slivered almonds and serve warm or cold. Enjoy!**
16082;Anytime Fruit Salad Recipe ;https://images.media-allrecipes.com/userphotos/250x250/668866.jpg;134;Tiffany;10 m;X;40 m;cottage cheese,topping thawed,orange,orange,pineapple;5;In a large bowl, combine the cottage cheese, whipped topping and gelatin mix. Stir in the oranges and pineapple. Chill in refrigerator.**
16085;Salad de Colores Recipe ;https://images.media-allrecipes.com/userphotos/250x250/431264.jpg;45;L. Stafford;15 m;X;15 m;spinach,cabbage,carrot,bell pepper,salad dressing,pumpkin,black pepper;7;In a large bowl, combine the spinach, cabbage, carrots and bell pepper. Add enough salad dressing to coat. Toss, and sprinkle with pumpkin seeds and salt and pepper if desired.**
16090;Dressing for Potato Salad Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4643136.jpg;94;Login;5 m;X;5 m;mayonnaise,sour cream,mustard,ketchup,worcestershire sauce,onion,pepper;7;Mix together the mayonnaise, sour cream, mustard, ketchup, Worcestershire sauce, onion and salt and pepper. Refrigerate until ready to toss with potatoes.**
16098;'Alyson''s Broccoli Salad Recipe ';https://images.media-allrecipes.com/userphotos/560x315/503913.jpg;1k;JJOHN32;15 m;15 m;30 m;bacon,broccoli,onion,raisin,white wine,white sugar,mayonnaise,seed;8;Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.**In a medium bowl, combine the broccoli, onion and raisins. In a small bowl, whisk together the vinegar, sugar and mayonnaise. Pour over broccoli mixture, and toss until well mixed. Refrigerate for at least two hours.**Before serving, toss salad with crumbled bacon and sunflower seeds.**
16100;'Johnny''s Spice Rub Recipe ';https://images.media-allrecipes.com/userphotos/560x315/2274417.jpg;167;Johnny;5 m;X;5 m;garlic,black pepper,salt,mustard,chili,cumin,brown sugar,paprika,oregano;9;In a small, nonporous bowl, combine the garlic powder, ground black pepper, salt, mustard powder, chili powder, cumin, brown sugar, paprika and oregano. Mix well and apply to meat.**
16111;Carrot and Raisin Salad I Recipe ;https://images.media-allrecipes.com/userphotos/250x250/188225.jpg;41;Honda;10 m;X;40 m;carrot,celery,raisin,mayonnaise,vinegar;5;In a mixing bowl, combine the carrots, celery, raisins, mayonnaise and vinegar. Mix together and refrigerate until chilled.**
16124;Apple Salad II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/2890324.jpg;15;Kristine Cover;10 m;X;10 m;apple,apple,pineapple,raisin,pecan,topping thawed;6;In a medium-size mixing bowl, combine the apples, drained pineapple, raisins, pecans and whipped topping. Mix well and serve chilled.**
16129;Honey Mustard Dressing II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1075691.jpg;1k;Mary Ann Benzon;5 m;X;5 m;mayonnaise,mustard,honey,lemon juice;4;In a small bowl, whisk together the mayonnaise, mustard, honey, and lemon juice. Store covered in the refrigerator.**
16130;Magical Dressing Recipe ;https://images.media-allrecipes.com/userphotos/250x250/215083.jpg;47;Laura;5 m;X;5 m;olive,vinegar,pepper,brown sugar,lemon juice;5;Whisk together oil, vinegar, lemon pepper, sugar and lemon juice. Use a funnel to pour into a clean bottle with a tight fitting lid. Shake bottle before using and pour over favorite green salad.**
16131;Ranch Dressing II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/959739.jpg;1k;DAWNIA;5 m;X;35 m;mayonnaise,sour cream,chive,parsley,dill,garlic,onion,salt,black pepper;9;In a large bowl, whisk together the mayonnaise, sour cream, chives, parsley, dill, garlic powder, onion powder, salt and pepper. Cover and refrigerate for 30 minutes before serving.**
16132;Raspberry Salad Dressing I Recipe ;https://images.media-allrecipes.com/userphotos/250x250/181303.jpg;7;Kelly;10 m;X;10 m;yogurt,raspberry,red wine,white sugar;4;In a blender, combine the yogurt, raspberries, vinegar and sugar. Blend until smooth and refrigerate until chilled.**
16133;Raspberry Salad Dressing II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/571563.jpg;12;Karen;10 m;X;10 m;yogurt,raspberry,red wine,white sugar;4;In a blender, combine the yogurt, raspberries, vinegar and sugar. Blend until smooth and refrigerate until chilled.**
16144;'EZ Kid''s Potato Salad Recipe ';https://images.media-allrecipes.com/userphotos/250x250/568160.jpg;10;dsmithtexas;10 m;X;10 m;salad dressing,apple juice,onion,dill,mustard,pepper,potato;7;Whisk together the salad dressing, apple juice, onion flakes, dill, mustard and salt and pepper. Pour over potatoes and toss to coat.**
16148;Grilled Tuna Salad Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1500261.jpg;9;Hank;10 m;10 m;35 m;steak,white wine,olive,red wine,rosemary,black pepper,salt,garlic,salad,cherry;10;Preheat grill for medium heat.**Place tuna in a glass dish. Prepare the vinaigrette by whisking together the wine, olive oil, red wine vinegar, rosemary, pepper, salt and garlic. Pour 2 tablespoons over fish and turn to coat. Marinate 15 to 30 minutes, turning once. Reserve remaining vinaigrette for salad dressing.**Coat grill rack with cooking spray and place on grill to heat 1 minute. Place tuna on grill 4 to 6 inches over hot coals. Cover with lid or tent with foil. Cook, turning once, just until tuna begins to flake easily when tested with a fork, about 7 minutes. Discard marinade.**Arrange salad greens on 4 plates. Place hot tuna on greens and add cherry tomatoes. Stir remaining vinaigrette and drizzle over salads.**
16170;Greek Salad IV Recipe ;https://images.media-allrecipes.com/userphotos/250x250/223297.jpg;18;Sandra;10 m;X;10 m;tomato,bell pepper,cucumber,onion,cheese,olive,lemon juice;7;In a large bowl, combine the tomatoes, green bell pepper, cucumber, red onion, olive oil, and lemon juice. Refrigerate until thoroughly chilled.  Sprinkle with feta cheese before serving.**
16172;Avocado Delight Recipe ;https://images.media-allrecipes.com/userphotos/250x250/70091.jpg;30;HICKEY;5 m;X;5 m;avocado,tomato,olive,chile,lemon juice,pepper;6;In a medium bowl combine avocados, tomatoes, olives and chilies. Stir until ingredients are well mixed. Squeeze lemon juice over the mixture, and sprinkle with salt and pepper to taste.**
16173;Beefy Spanish Rice  Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1156.jpg;135;Donna L.;10 m;20 m;30 m;vegetable oil,rice,onion,bell pepper,ground beef,corn,tomato sauce,ketchup,water,pepper,garlic;11;In a large saucepan over medium heat, heat the oil. Add the rice, onion and bell pepper and saute for 5 minutes, or until onions are tender. Add the ground beef and saute until browned. Drain excess oil and fat.**Add the corn, tomato sauce, ketchup and water. Reduce heat to low, cover and simmer for 20 minutes or until rice is cooked, stirring occasionally. Season with salt, pepper and garlic powder to taste.**
16175;Hot Artichoke Dip Recipe ;https://images.media-allrecipes.com/userphotos/250x250/25826.jpg;147;Pamela Cresswell;10 m;25 m;35 m;parmesan,mayonnaise,whipping cream,artichoke,green onion,pimento;6;Preheat oven to 325 degrees F (165 degrees C). Lightly grease a medium baking dish.**Blend together the cheese, mayonnaise and whipping cream. Stir in the artichokes, green onions and pimentos. Mix well, and transfer to the prepared baking dish.**Bake 25 minutes in the preheated oven, until lightly browned.**
16192;Honey Barbecue Sauce Recipe ;https://images.media-allrecipes.com/userphotos/250x250/215134.jpg;85;Kimberly D;15 m;X;15 m;honey,molasses,ketchup,cinnamon,paprika,ginger,salt,meat,black pepper,salt,oregano,garlic,steak sauce,worcestershire sauce,mustard,brown sugar;16;In a medium bowl, stir together the honey, molasses, ketchup, cinnamon, paprika, ginger, seasoned salt, meat tenderizer, ground black pepper, salt, oregano, garlic, steak sauce, Worcestershire sauce, mustard, and brown sugar until well blended.**Cover, and refrigerate until ready to use.**
16193;Spring Salad Recipe ;https://images.media-allrecipes.com/userphotos/560x315/461429.jpg;100;BROWNDOG;10 m;15 m;25 m;bacon,broccoli,celery,green onion,grape,grape,raisin,almond,mayonnaise,white wine,white sugar;11;Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.**In a large salad bowl, toss together the bacon, broccoli, celery, green onions, green grapes, red grapes, raisins and almonds.**Whisk together the mayonnaise, vinegar and sugar. Pour dressing over salad and toss to coat. Refrigerate until ready to serve.**
16194;Chimichurri Sauce for Steaks Recipe ;https://images.media-allrecipes.com/userphotos/250x250/228216.jpg;80;Ty Robbins;5 m;X;5 m;parsley,garlic,olive,vinegar,lemon juice,salt,black pepper,pepper;8;In a blender or food processor, combine the parsley, garlic, oil, vinegar, lemon juice, salt, ground black pepper and cayenne pepper. Mix well, but do not puree.**
16209;Apple Yogurt Pancakes Recipe ;https://images.media-allrecipes.com/userphotos/250x250/133552.jpg;87;Bonnie Molleston;15 m;10 m;25 m;egg,milk,yogurt,vegetable oil,flour,baking powder,baking soda,salt,cinnamon,apple;10;In a large bowl, stir together the eggs, milk, yogurt and oil until well blended. Combine the flour, baking powder, baking soda, salt and cinnamon, stir into the milk mixture until smooth. Fold in chopped apple.**Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each cake. Cook until bubbles form in the cakes and the bottoms are golden brown. Flip and cook the other side. Serve warm with syrup or jam.**
16215;Drop Dead Delicious Tuna Salad Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4482410.jpg;60;Rachel Lewis;5 m;X;25 m;tuna,lemon juice,mayonnaise,celery,pickles;5;In a mixing bowl, combine the tuna, lemon juice, mayonnaise, celery and pickle relish. Mix together well and refrigerate until ready to serve.**
16222;Oatmeal Dried Fruit Cookies Recipe ;https://images.media-allrecipes.com/userphotos/250x250/38927.jpg;28;matzahball;20 m;10 m;30 m;margarine,brown sugar,egg,vanilla,flour,baking soda,salt,cinnamon,nutmeg,oat,dried fruit;11;Preheat oven to 375  degrees F (190 degrees C)**In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the egg,  then stir in the vanilla. Sift together the flour, baking soda, salt, cinnamon and nutmeg, gradually stir into the creamed mixture. Finally, stir in the quick oats and dried fruit. Drop by rounded spoonfuls onto the unprepared cookie sheet.**Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.**
16226;Mid;https://images.media-allrecipes.com/userphotos/560x315/3201.jpg;154;Tamara;10 m;X;10 m;garlic,bread,tomato,cucumber,onion,garlic,basil,thyme,olive,vinegar;10;Rub a peeled clove of garlic around a wooden salad bowl.**Pull apart or chop the bread into bite-size pieces.**In the prepared salad bowl, combine the bread, tomatoes, cucumbers, red onions, garlic, basil and thyme. Add enough olive oil and vinegar to lightly coat, toss and serve.**
16233;'Davy''s Gravy Recipe ';https://images.media-allrecipes.com/userphotos/560x315/32187.jpg;29;David C. Cain;10 m;20 m;30 m;ground beef,onion,fat free,celery,mushroom,soy sauce,steak sauce,worcestershire sauce,vinegar,lemon juice,white sugar,curry,garlic,pepper,oregano,salt,cornstarch,water;18;'In a large skillet over medium high heat, combine the ground beef and the onion and saute for 10 minutes, or until the meat is browned and the onion is tender.**In a large pot over high heat, combine the soups, mushrooms, soy sauce, steak sauce, Worcestershire sauce, vinegar, lemon juice, sugar, curry powder to taste, garlic powder, cayenne pepper and oregano and season with salt to taste.**Bring to a slow boil, stirring often to prevent burning. When hot, add the meat and onion mixture.**In a separate small bowl, combine the cornstarch and water, stirring until cornstarch is dissolved, and add slowly to the sauce, stirring well. (Note: This will thicken the sauce so only do this if you feel it''s necessary.)**'
16237;Easy Beef Strogonoff Recipe ;https://images.media-allrecipes.com/userphotos/560x315/2610062.jpg;130;Missy;10 m;10 m;20 m;ground beef,garlic,salt,black pepper,beef,onion,mushroom,sour cream,noodle;9;In a large skillet brown beef in oil over medium high heat. When meat is browned, drain excess fat from skillet. Add garlic powder, salt and pepper and stir in.**Add bouillon, onion and mushrooms to skillet and saute until onions are translucent. Remove from heat (very important) and add sour cream. Stir all together and serve over hot cooked egg noodles.**
16248;Easy Homemade Chili Recipe ;https://images.media-allrecipes.com/userphotos/560x315/2905812.jpg;263;Tobi Hargis;10 m;20 m;30 m;ground beef,onion,tomato,tomato sauce,bean,water,chili,garlic,pepper;9;In a large saucepan over medium heat, combine the beef and onion and saute until meat is browned and onion is tender. Add the stewed tomatoes with juice, tomato sauce, beans and water.**Season with the chili powder, garlic powder, salt and ground black pepper to taste. Bring to a boil, reduce heat to low, cover and let simmer for 15 minutes.**
16254;Beef with Vegetables Recipe ;https://images.media-allrecipes.com/userphotos/560x315/562922.jpg;60;Marla;10 m;30 m;40 m;beef,vegetable oil,onion,garlic,ginger,bell pepper,carrot,beef,cornstarch,white sugar,soy sauce,oyster,pepper;13;In a large skillet over medium high heat, saute the beef slices in the oil for 5 minutes, or until well browned. Add the onion, garlic and ginger and saute for 5 more minutes. Then add the green bell pepper, carrot and beef broth. Reduce heat to low and let simmer.**Meanwhile, in a separate small bowl, combine the corn flour, sugar, soy sauce and oyster sauce, if desired. Stir thoroughly, forming a smooth paste. Slowly add this to the simmering beef and vegetables, stirring well, and let simmer to desired thickness. Season with salt and pepper to taste.**
16258;Hamburger Casserole Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1427057.jpg;190;sal;20 m;20 m;40 m;ground beef,onion,celery,noodle,chili,tomato,corn,salsa,taco;9;Preheat oven to 250 degrees F (120 degrees C).**In a large skillet over medium heat, combine the ground beef, onion and celery and saute for 10 minutes, or until the meat is browned and the onion is tender. Drain the fat and set aside.**In a separate saucepan, cook noodles according to package directions. When cooked, drain the water and stir in the meat mixture, chili, tomatoes, corn, taco sauce and taco seasoning mix. Mix well and place entire mixture into a 10x15 baking dish.**Bake at 250 degrees F (120 degrees C) for 20 minutes, or until thoroughly heated.**
16259;'D''s Famous Salsa Recipe ';https://images.media-allrecipes.com/userphotos/560x315/866636.jpg;845;Denise Smith;10 m;X;10 m;tomato,onion,garlic,lime juice,salt,chile,cilantro;7;Place the tomatoes, onion, garlic, lime juice, salt, green chiles, and cilantro in a blender or food processor. Blend on low to desired consistency.**
16263;Cheese Ball Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1740636.jpg;71;Lesslie;5 m;10 m;15 m;cream cheese,pineapple,onion,bell pepper,salt,pecan;6;Mix together the cream cheese, pineapple, onion, bell pepper and seasoning salt.**Form into a ball and roll in chopped pecans. Chill and serve with butter crackers.**
16273;Coney Sauce Recipe ;https://images.media-allrecipes.com/userphotos/250x250/36780.jpg;45;bluebayou;10 m;10 m;20 m;ground beef,water,onion,garlic,tomato sauce,chili,sodium,salt;8;In a medium skillet over medium high heat, saute the ground beef for 10 to 15 minutes, or until well browned. Break up with a fork until fine. Add the water, onion, garlic, tomato sauce, chili powder, monosodium glutamate and salt. Allow to simmer for 10 minutes, or until heated thoroughly.**
16284;Bourbon Whipped Cream Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1749752.jpg;47;Susan Hissam;5 m;X;5 m;whipping cream,white sugar,bourbon;3;In a medium bowl, whip cream until soft mounds form. Gradually add sugar, whipping until cream forms stiff peaks. Gently fold in bourbon. Chill until ready to serve.**
16289;Chow Mein Noodle Casserole Recipe ;https://images.media-allrecipes.com/userphotos/250x250/82233.jpg;144;Cindy B :);20 m;20 m;40 m;ground beef,onion,celery,almond,rice,chicken,water,soy sauce,noodle;9;Preheat oven to 350 degrees F (175 degrees C).**In a large skillet over medium high heat, saute the ground beef for 5 minutes. Add the onion and celery and saute for 5 more minutes.**In a separate medium bowl, combine the almonds, rice, soup, water and soy sauce. Mix together well and add to the beef mixture. Place this into a lightly greased 9x13 inch baking dish. Top with chow mein noodles.**Bake at 350 degrees F (175 degrees C) for 20 minutes.**
16305;Sweet and Sour Meatballs II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/5564001.jpg;320;Cathy;5 m;15 m;20 m;ground beef,egg,onion,bread,pepper,water,vinegar,ketchup,cornstarch,brown sugar,soy sauce;11;In a large bowl, combine beef, egg, onion, bread crumbs, salt and pepper. Roll into meatballs about 1 to 1 1/2 inches in size.**In a large skillet over medium heat, saute the meatballs until browned on all sides.**In a separate medium bowl, mix together the water, vinegar, ketchup, cornstarch, sugar and soy sauce. Pour over the meatballs, and allow sauce to thicken. Continue to heat until the sauce just starts to bubble.**
16311;Simple Beef Stroganoff Recipe ;https://images.media-allrecipes.com/userphotos/560x315/2283712.jpg;557;Brenda;20 m;10 m;30 m;noodle,ground beef,fat free,garlic,sour cream,pepper;6;Prepare the egg noodles according to package directions and set aside.**In a separate large skillet over medium heat, saute the ground beef over medium heat for 5 to 10 minutes, or until browned. Drain the fat and add the soup and garlic powder. Simmer for 10 minutes, stirring occasionally.**Remove from heat and combine the meat mixture with the egg noodles. Add the sour cream, stirring well, and season with salt and pepper to taste.**
16317;Oatmeal Cakes Recipe ;https://images.media-allrecipes.com/userphotos/560x315/2985297.jpg;5;sal;15 m;15 m;30 m;flour,baking powder,oat,egg,milk,water,applesauce,butter;8;In a medium mixing bowl, sift together flour and baking powder. Add the remaining ingredients and stir to combine.**Heat a lightly oiled griddle or frying pan over medium high heat. Pour or scoop the batter onto the griddle, using approximately 1/4 cup for each cake. Cook until bubbles form in the cakes. Flip and cook the other side. Serve warm with syrup or jam.**
16321;Southern Burgers Recipe ;https://images.media-allrecipes.com/userphotos/560x315/107214.jpg;29;Wayne;5 m;15 m;20 m;ground beef,bread,egg,mustard,worcestershire sauce,garlic,pepper;7;In a large bowl, combine the beef, bread, egg, mustard and Worcestershire sauce and mix well. Form into 6 to 8 patties and season with garlic salt and salt and pepper to taste.**In a large skillet over medium heat, saute the patties for 10 to 15 minutes, or until fully cooked to desired doneness.**
16332;Spinach Tortellini Soup Recipe ;https://images.media-allrecipes.com/userphotos/250x250/167837.jpg;232;Nicole;5 m;15 m;20 m;spinach,chicken broth,cheese,basil,garlic,pepper;6;In a large pot over high heat, combine the spinach and chicken broth. Heat to boiling, then reduce heat to low. Stir in tortellini, and simmer for 10 to 15 minutes, or until the tortellini is cooked to desired tenderness. Season with basil, garlic powder, salt, and pepper.**
16338;Cranberry Salad  IV Recipe ;https://images.media-allrecipes.com/userphotos/250x250/49878.jpg;7;Carri Hyche;20 m;X;20 m;cranberry,orange,carrot,pecan,white sugar,pineapple,raspberry,water,water;9;In an electric food processor or meat grinder, grind cranberries, oranges, carrot, and pecans. Pour mixture into a large mixing bowl.**In a separate bowl, combine sugar, pineapple, gelatin and both cups of water. Mix the ingredients from the two bowls together. Pour the entire mixture into a mold and chill overnight before serving.**
16345;'Lazy Katie''s Taco Salad Recipe ';https://images.media-allrecipes.com/userphotos/560x315/1134075.jpg;67;Victoria Jones;10 m;10 m;20 m;ground beef,tortillas,lettuce,tomato,cheddar,onion,sauce;7;In a large skillet over medium high heat, saute the ground beef for 5 to 10 minutes, or until well  browned. Drain excess fat.**Crumble tortilla chips on a large plate. Layer with the beef, lettuce, tomatoes, cheese, onion and taco sauce.**
16351;Mohn Candy Recipe ;https://images.media-allrecipes.com/images/79591.png;3;Janice;5 m;30 m;35 m;white sugar,honey,tahini,poppy,almond;5;In a saucepan, combine the sugar, honey, tahini, and poppy seeds. Stirring constantly, cook the mixture over a low heat until thick, about 30 minutes. Add the nuts and stir well.**Wet a wooden board and pour the mixture onto it. Pat down the mixture with your hands (careful its hot) or a wet spatula until the candy is about 1/2 inch thick. Let cool. Slice with a wet knife into diamond shape pieces.**
16359;Breakfast Sausage Recipe ;https://images.media-allrecipes.com/userphotos/560x315/620914.jpg;554;Lee Fogle;10 m;15 m;25 m;sage,salt,black pepper,marjoram,brown sugar,red pepper,clove,pork;8;In a small, bowl, combine the sage, salt, ground black pepper, marjoram, brown sugar, crushed red pepper and cloves. Mix well.**Place the pork in a large bowl and add the mixed spices to it. Mix well with your hands and form into patties.**Saute the patties in a large skillet over medium high heat for 5 minutes per side, or until internal pork temperature reaches 160 degrees F (73 degrees C).**
16365;'Jeff''s Sloppy Joes Recipe ';https://images.media-allrecipes.com/userphotos/250x250/197748.jpg;58;Jeff Davis;10 m;10 m;20 m;olive,onion,garlic,bell pepper,celery,oregano,ground beef,sausage,chili,red wine,worcestershire sauce,brown sugar,pepper;13;Heat the oil in a large skillet over medium heat. Add the onion, garlic, green bell pepper, celery and oregano. Saute for 5 minutes, or until onion is tender. Transfer this mixture to a plate and reserve for later.**In the same skillet over medium high heat, combine the ground beef and sausage and saute for 10 minutes, or until well browned. Add reserved onion mixture, chili sauce, vinegar, Worcestershire sauce and brown sugar and mix well. Season with salt and pepper to taste.**
16369;Green Goddess Dressing I Recipe ;https://images.media-allrecipes.com/images/79591.png;3;The California Egg Commission;10 m;X;10 m;mayonnaise,sour cream,parsley,green onion,lemon juice,garlic,salt,black pepper;8;In a medium-size mixing bowl, whisk together mayonnaise, sour cream, parsley, green onions, lemon juice, garlic, salt and pepper. Cover, and refrigerate until chilled.**
16370;Green Goddess Salad Dressing Recipe ;https://images.media-allrecipes.com/userphotos/250x250/112809.jpg;28;Barrett;10 m;X;40 m;mayonnaise,anchovy,green onion,parsley,chive,tarragon,tarragon;7;Mix together mayonnaise, anchovy, green onion, parsley, chives, vinegar and tarragon.**Refrigerate until ready to serve and pour over favorite salad or greens.**
16373;Easy Ham and Noodles Recipe ;https://images.media-allrecipes.com/userphotos/560x315/49338.jpg;151;BOBKAT2000;10 m;30 m;40 m;noodle,ham,cheddar,mushroom,milk;5;Preheat oven to 375 degrees F (190 degrees C).**Place the noodles, ham, cheese, soup and milk in a 9x9 inch casserole dish and mix well.**Bake at 375 degrees F (190 degrees C) for 25 to 30 minutes.**
16401;Sirloin Marinara Recipe ;https://images.media-allrecipes.com/userphotos/560x315/283136.jpg;99;Lanelle;15 m;15 m;30 m;olive,onion,steak,pasta,garlic,red wine;6;Heat the oil in a 10 inch skillet over medium high heat. Add the onions and saute until tender, about 5 minutes. Add the steak strips, turning so that all sides get browned, about 10 minutes.**Add the tomato sauce, garlic and red wine. Reduce heat to low and simmer for 10 to 15 minutes, or until the steak is cooked through.**
16407;White Barbecue Sauce Recipe ;https://images.media-allrecipes.com/userphotos/250x250/262675.jpg;18;Rosemarie;5 m;X;5 m;vinegar,water,black pepper,white sugar,mayonnaise;5;In a small nonporous bowl, combine the vinegar, water, ground black pepper, sugar and mayonnaise and mix well. Use on your favorite meat.**
16408;Portobello Sandwiches Recipe ;https://images.media-allrecipes.com/userphotos/560x315/680702.jpg;209;CHOLLE;8 m;9 m;20 m;garlic,olive,thyme,vinegar,pepper,mushroom,hamburger,capers,mayonnaise,capers,tomato,lettuce;12;Turn on broiler, and adjust rack so it is as close to heat source as possible.**In a medium-size mixing bowl, mix together garlic, olive oil,  thyme, vinegar, salt and pepper.**Put the mushroom caps, bottom side up, in a shallow baking pan. Brush the caps with 1/2 the dressing. Put the caps under the broiler, and cook for 5 minutes.**Turn the caps, and brush with the remaining dressing. Broil 4 minutes. Toast the buns lightly .**In a small bowl, mix capers and mayonnaise. Spread mayonnaise mixture on the buns, top with mushroom caps, tomato and lettuce.**
16409;Spinach and Strawberry Salad Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4535439.jpg;1k;JerJer;10 m;X;10 m;spinach,strawberry,vegetable oil,white wine,white sugar,paprika,sesame,poppy;8;In a large bowl, toss together the spinach and strawberries.**In a medium bowl, whisk together the oil, vinegar, sugar, paprika, sesame seeds, and poppy seeds. Pour over the spinach and strawberries, and toss to coat.**
16417;'Farmer''s Salad Recipe ';https://images.media-allrecipes.com/userphotos/250x250/611982.jpg;28;MARSHAANNE;10 m;X;10 m;lettuce,broccoli,mayonnaise,white sugar,vinegar,bacon;6;Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble, measure out 1 cup and set aside.**In a large bowl, combine the lettuce and broccoli.**Prepare the dressing by whisking together the salad dressing, sugar and vinegar.**Pour dressing over lettuce mixture and toss evenly to coat. Sprinkle with bacon and refrigerate until chilled. Serve cold.**
16418;Salad with Artichokes Recipe ;https://images.media-allrecipes.com/userphotos/560x315/672478.jpg;76;Cindy;15 m;X;15 m;salad,onion,artichoke,vegetable oil,red wine,salt,black pepper,garlic,parmesan;9;In a large bowl, combine the mixed greens, onion, and artichoke hearts.**In a medium-size mixing bowl, whisk together the oil, vinegar, seasoned salt, pepper, and garlic.**Pour enough dressing over salad to coat,  and toss well. Sprinkle with grated cheese, and serve.**
16420;Strawberry Romaine Salad II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/673332.jpg;23;Dort;15 m;X;15 m;lettuce,onion,strawberry,orange,mayonnaise,cherry,honey,poppy,lemon juice;9;In a large bowl, mix the romaine lettuce, red onion, strawberries, and mandarin oranges.**In a medium bowl, whisk together the mayonnaise, cherry juice, honey, poppy seeds, and lemon juice. Pour over the lettuce mixture, and toss to coat.**
16421;Bruschetta with Roasted Sweet Red Peppers Recipe ;https://images.media-allrecipes.com/userphotos/250x250/368157.jpg;28;NDATZ;5 m;5 m;15 m;bread,olive,red pepper,garlic,tomato,basil,onion,vinegar;8;'Preheat your oven''s broiler.**Slice bread loaf into 1-inch thick portions.  Brush each slice on one side with olive oil.  Broil, oil-side up, until barely golden. Remove from broiler pan and cool.**In a medium bowl, mix together roasted pepper, garlic, tomato, basil, and onion.  Sprinkle mixture evenly on each toast portion. Drizzle with balsamic vinegar.  Serve immediately.**'
16422;Asian Chicken Noodle Salad Recipe ;https://images.media-allrecipes.com/userphotos/250x250/906130.jpg;156;Xing Jin;15 m;10 m;25 m;noodle,butter,seed,pine nut,bok choy,green onion,chicken,chestnut,pea,vegetable oil,vinegar,soy sauce,white sugar,lemon juice;14;Preheat oven to 350 degrees F (175 degrees C). In a large bowl, mix the noodles, sunflower seeds, and pine nuts with melted butter until evenly coated. Spread the mixture in a thin layer on a baking sheet.**Bake 7 to 10 minutes in the preheated oven, stirring occasionally, until evenly toasted. Remove from heat, and cool slightly.**In a large bowl toss together the noodle mixture, bok choy, green onions, chicken, water chestnuts, and snow peas.**Prepare the dressing by blending the oil, vinegar, soy sauce, sugar, and lemon juice. Pour over salad, and toss to evenly coat. Serve immediately, or refrigerate until chilled.**
16423;South of the Border DEEE;https://images.media-allrecipes.com/userphotos/250x250/856167.jpg;2;DJW;10 m;X;10 m;chicken,tomato,onion,ice,cilantro,lime juice,avocado,pepper;8;In a large bowl, combine the chicken, tomatoes, red onion, jicama, cilantro and lime juice. Toss together well.**Garnish with slices of avocado, season with salt and pepper and serve immediately.**
